Protein,Protein ID,Entry Name,Gene,Length,Organism,Protein Description,Protein Existence,Protein Probability,Top Peptide Probability,Total Peptides,Unique Peptides,Razor Peptides,Total Spectral Count,Unique Spectral Count,Razor Spectral Count,Total Intensity,Unique Intensity,Razor Intensity,Razor Assigned Modifications,Razor Observed Modifications,Indistinguishable Proteins,MCF_ctrl_1,MCF_ctrl_2,MCF_ctrl_3,MCF_ctrl_4,MCF_KD_1,MCF_KD_2,MCF_KD_3,MCF_KD_4,MDA_ctrl_1,MDA_ctrl_2,MDA_ctrl_3,MDA_ctrl_4,MDA_KD_1,MDA_KD_2,MDA_KD_3,MDA_KD_4
sp|B5ME19|EIFCL_HUMAN,B5ME19,EIFCL_HUMAN,EIF3CL,914,Homo sapiens OX=9606,Eukaryotic translation initiation factor 3 subunit C-like protein ,1:Experimental evidence at protein level,1,0.999,33,0,33,122,0,122,748714864,0,748714864,"10K(304.2071), 10M(15.9949), 11K(304.2071), 12K(304.2071), 13K(304.2071), 16K(304.2071), 17K(304.2071), 1C(57.0214), 1K(304.2071), 20M(15.9949), 22K(304.2071), 23C(57.0214), 2C(57.0214), 2K(304.2071), 2M(15.9949), 30K(304.2071), 3M(15.9949), 5K(304.2071), 5M(15.9949), 7K(304.2071), 8C(57.0214), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)",,sp|Q99613|EIF3C_HUMAN,6000142.445,4936458.113,5616546.047,3917281.259,6880193.067,9155532.434,7664160.027,7522600.313,11373199.45,8852073.288,8536576.308,10427546.94,13175855.12,11157082.97,11095314.93,12597157.07
sp|C9JI98|TM238_HUMAN,C9JI98,TM238_HUMAN,TMEM238,176,Homo sapiens OX=9606,Transmembrane protein 238 ,1:Experimental evidence at protein level,1,0.999,4,4,4,6,6,6,17709572,17709572,17709572,N-term(304.2071),,,232762.9753,174995.1142,189634.4296,122434.008,237856.0236,323655.35,282494.8656,267053.0439,151058.1973,111934.4239,109415.307,143286.3491,174506.1406,147567.2789,144667.7424,162732.0302
sp|C9JLW8|MCRI1_HUMAN,C9JLW8,MCRI1_HUMAN,MCRIP1,97,Homo sapiens OX=9606,Mapk-regulated corepressor-interacting protein 1 ,1:Experimental evidence at protein level,1,0.999,5,5,5,9,9,9,41930761,41930761,41930761,"11K(304.2071), 3K(304.2071), 9K(304.2071), N-term(304.2071)",,,496320.3745,395584.2098,462588.6378,229119.1428,478054.9498,696651.1636,573701.438,518811.2323,815419.885,650415.8151,545441.8965,777414.5172,1017649.785,872546.9912,703010.5183,914878.5145
sp|E9PAV3|NACAM_HUMAN,E9PAV3,NACAM_HUMAN,NACA,2078,Homo sapiens OX=9606,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form ",1:Experimental evidence at protein level,1,0.999,5,0,5,45,0,45,458922896,0,458922896,"13K(304.2071), 14K(304.2071), 15K(304.2071), 6M(15.9949), 8K(304.2071), N-term(304.2071)",,sp|Q13765|NACA_HUMAN,2719353.363,2582402.105,2783156.867,1979030.263,3292727.691,4502304.978,3802922.678,4168434.451,4225010.627,3448629.082,3345363.367,4495120.253,5391867.683,4835546.172,4734643.668,5507893.224
sp|E9PRG8|CK098_HUMAN,E9PRG8,CK098_HUMAN,C11orf98,123,Homo sapiens OX=9606,Uncharacterized protein C11orf98 ,4:Protein predicted,1,0.999,5,5,5,12,12,12,110682802,110682802,110682802,"10K(304.2071), 2K(304.2071), 3M(15.9949), 8K(304.2071), N-term(304.2071)",,,1689856.982,1357549.812,1703001.467,1056112.698,1805299.041,2573929.892,2298257.683,2119442.089,2191437.711,1901708.375,1692925.597,2227320.893,2413353.859,1974160.724,2073234.376,2267177.466
sp|L0R6Q1|S35U4_HUMAN,L0R6Q1,S35U4_HUMAN,SLC35A4,103,Homo sapiens OX=9606,SLC35A4 upstream open reading frame protein ,3:Protein inferred from homology,1,0.999,4,4,4,7,7,7,9434764,9434764,9434764,"10K(304.2071), 23K(304.2071), 2K(304.2071), 8K(304.2071), N-term(304.2071)",,,196132.6675,151470.1162,182310.5216,102350.1644,194869.222,251781.5128,248235.5611,196566.8103,253626.4062,210869.5454,190194.7766,237936.393,312100.0127,261905.7865,253122.0247,279307.3904
sp|L0R819|ASURF_HUMAN,L0R819,ASURF_HUMAN,ASDURF,96,Homo sapiens OX=9606,ASNSD1 upstream open reading frame protein ,1:Experimental evidence at protein level,1,0.999,4,4,4,9,9,9,28575284,28575284,28575284,"10K(304.2071), 11K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)",,,385205.3515,323279.3617,370151.3042,235149.5998,436210.6436,567008.4676,409854.6954,459544.7985,492079.7092,397999.8075,351971.4237,466967.4812,534795.0693,461972.6351,451672.5828,520925.2066
sp|O00116|ADAS_HUMAN,O00116,ADAS_HUMAN,AGPS,658,Homo sapiens OX=9606,"Alkyldihydroxyacetonephosphate synthase, peroxisomal ",1:Experimental evidence at protein level,1,0.999,22,22,22,47,47,47,79277346,79277346,79277346,"10C(57.0214), 10K(304.2071), 10M(15.9949), 12K(304.2071), 13K(304.2071), 14K(304.2071), 16K(304.2071), 1K(304.2071), 20K(304.2071), 22K(304.2071), 23K(304.2071), 24K(304.2071), 5C(57.0214), 6C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,1358639.016,1097008.114,1270185.932,966697.257,1493883.798,1943912.169,1528973.021,1645003.782,3214256.616,2459657.396,2413216.429,3049413.093,3824629.572,3376086.562,3161671.972,3688576.324
sp|O00139|KIF2A_HUMAN,O00139,KIF2A_HUMAN,KIF2A,706,Homo sapiens OX=9606,Kinesin-like protein KIF2A ,1:Experimental evidence at protein level,1,0.999,18,15,18,38,32,38,51385696,51385696,51385696,"10K(304.2071), 11K(304.2071), 13K(304.2071), 19K(304.2071), 29K(304.2071), 2K(304.2071), 3C(57.0214), 4M(15.9949), 5M(15.9949), 6K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071), N-term(42.0106)",,,1353575.926,1073376.818,1335155.193,890441.4244,1537058.467,2119749.726,1602517.49,1675706.192,2526173.736,2141494.048,1985225.274,2541566.591,3055360.471,2636390.149,2495028.966,2951635.481
sp|O00148|DX39A_HUMAN,O00148,DX39A_HUMAN,DDX39A,427,Homo sapiens OX=9606,ATP-dependent RNA helicase DDX39A ,1:Experimental evidence at protein level,1,0.999,7,7,7,21,21,21,1287069632,60022940,60022940,"11K(304.2071), 15K(304.2071), 16K(304.2071), 1K(304.2071), 2C(57.0214), 2M(15.9949), 6M(15.9949), 7C(57.0214), 9K(304.2071), 9M(15.9949), N-term(304.2071)",,,917256.2886,669723.8274,914268.5137,658343.385,956033.5931,1434712.274,979588.6011,1148132.017,1757341.695,1469419.811,1369768.467,1651403.901,1639570.844,1516280.33,1246044.836,1556519.274
sp|O00151|PDLI1_HUMAN,O00151,PDLI1_HUMAN,PDLIM1,329,Homo sapiens OX=9606,PDZ and LIM domain protein 1 ,1:Experimental evidence at protein level,1,0.999,13,13,13,52,52,52,166216588,166216588,166216588,"10K(304.2071), 11C(57.0214), 11K(304.2071), 13K(304.2071), 15K(304.2071), 17K(304.2071), 1C(57.0214), 22K(304.2071), 26K(304.2071), 28K(304.2071), 2C(57.0214), 32K(304.2071), 3M(15.9949), N-term(304.2071), N-term(42.0106)",,,1876315.497,1524434.713,1682940.699,1301911.825,1923241.678,2608380.4,1955745.166,2154005.743,2972862.685,2229918.184,2023535.891,2550133.58,3734763.995,3191541.389,2993885.373,3330671.796
sp|O00154|BACH_HUMAN,O00154,BACH_HUMAN,ACOT7,380,Homo sapiens OX=9606,Cytosolic acyl coenzyme A thioester hydrolase ,1:Experimental evidence at protein level,1,0.999,15,14,15,43,40,43,281386656,281386656,281386656,"11K(304.2071), 15K(304.2071), 16K(304.2071), 19K(304.2071), 1K(304.2071), 20K(304.2071), 2M(15.9949), 3C(57.0214), 7K(304.2071), N-term(304.2071)",,,3685067.658,3151294.152,3684436.794,2377296.928,4366613.982,6056745.763,4897408.453,5186018.579,8190605.963,6204780.488,6107173.804,7538890.201,9281841.385,8317753.332,7257446.755,8589586.996
sp|O00159|MYO1C_HUMAN,O00159,MYO1C_HUMAN,MYO1C,1063,Homo sapiens OX=9606,Unconventional myosin-Ic ,1:Experimental evidence at protein level,1,0.999,40,39,40,77,76,77,318265336,318265336,318265336,"10K(304.2071), 11K(304.2071), 14K(304.2071), 15K(304.2071), 16K(304.2071), 17K(304.2071), 18K(304.2071), 1C(57.0214), 1K(304.2071), 22K(304.2071), 2K(304.2071), 2M(15.9949), 3C(57.0214), 3K(304.2071), 3M(15.9949), 4M(15.9949), 5K(304.2071), 5M(15.9949), 7C(57.0214), 7K(304.2071), 8K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)",,,4184403.796,3231431.476,3991216.854,2566544.381,4692372.847,6511193.091,5404474.54,5223455.816,11022896,8598329.877,8235124.133,10175886.03,11742146.82,10135072.76,9883926.164,11554508.84
sp|O00161|SNP23_HUMAN,O00161,SNP23_HUMAN,SNAP23,211,Homo sapiens OX=9606,Synaptosomal-associated protein 23 ,1:Experimental evidence at protein level,1,0.999,5,5,5,8,8,8,24365400,24365400,24365400,"10K(304.2071), 14K(304.2071), 18K(304.2071), 2M(15.9949), 4M(15.9949), 7K(304.2071), 9K(304.2071), N-term(304.2071)",,,468822.5825,372539.7889,443937.9834,257400.5854,472658.9651,637969.2656,535866.4331,591089.0786,703132.6424,526074.4109,447953.738,652584.7678,873910.1035,710184.0982,616848.2634,735969.8669
sp|O00165|HAX1_HUMAN,O00165,HAX1_HUMAN,HAX1,279,Homo sapiens OX=9606,HCLS1-associated protein X-1 ,1:Experimental evidence at protein level,1,0.999,4,4,4,7,7,7,52555835,52555835,52555835,"25K(304.2071), 3K(304.2071), N-term(304.2071)",,,385451.4882,313109.907,358694.3094,238591.7675,429980.4365,591936.5378,367403.965,490316.235,438423.1008,366644.6783,350455.0747,429942.6008,519963.438,466081.2902,443070.1379,489163.4643
sp|O00170|AIP_HUMAN,O00170,AIP_HUMAN,AIP,330,Homo sapiens OX=9606,AH receptor-interacting protein ,1:Experimental evidence at protein level,1,0.999,12,12,12,37,37,37,243049060,243049060,243049060,"10K(304.2071), 11K(304.2071), 12K(304.2071), 14M(15.9949), 17K(304.2071), 19K(304.2071), 21K(304.2071), 2K(304.2071), 4M(15.9949), 6K(304.2071), 7C(57.0214), 9C(57.0214), 9K(304.2071), N-term(304.2071)",,,2368742.328,1771053.081,2161146.524,1414801.481,2475524.702,3345960.872,2720012.786,2995153.29,3526056.593,2599855.289,2428823.808,3227754.12,4176242.534,3582664.721,3236212.23,3668928.13
sp|O00178|GTPB1_HUMAN,O00178,GTPB1_HUMAN,GTPBP1,669,Homo sapiens OX=9606,GTP-binding protein 1 ,1:Experimental evidence at protein level,1,0.999,14,14,14,29,29,29,93624278,93624278,93624278,"10K(304.2071), 10M(15.9949), 11K(304.2071), 12C(57.0214), 12K(304.2071), 13K(304.2071), 18K(304.2071), 1K(304.2071), 20K(304.2071), 32K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)",,,1112154.816,850597.1742,975863.6637,696416.0926,1172130.902,1544413.67,1190057.584,1248056.01,1611582.653,1208365.98,1162453.464,1491441.597,2005263.418,1739805.597,1634163.832,1882708.898
sp|O00186|STXB3_HUMAN,O00186,STXB3_HUMAN,STXBP3,592,Homo sapiens OX=9606,Syntaxin-binding protein 3 ,1:Experimental evidence at protein level,1,0.999,12,11,12,20,18,20,130884484,130884484,130884484,"10K(304.2071), 11K(304.2071), 12K(304.2071), 2K(304.2071), 4C(57.0214), 6K(304.2071), 7C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,1953993.806,1503820.851,1706306.123,1234651.288,2188920.365,3044636.215,2453749.413,2496725.406,1982788.212,1492560.389,1411702.264,1756569.141,2513754.649,2133045.967,2045534.043,2364597.042
sp|O00189|AP4M1_HUMAN,O00189,AP4M1_HUMAN,AP4M1,453,Homo sapiens OX=9606,AP-4 complex subunit mu-1 ,1:Experimental evidence at protein level,1,0.999,6,6,6,8,8,8,16131133,16131133,16131133,"6K(304.2071), 7K(304.2071), N-term(304.2071)",,,441281.0842,360888.0644,398802.6656,271571.0215,498507.5288,617769.0679,484722.7707,492414.6046,422197.3796,339161.8677,333484.3785,424475.4105,550629.5625,467386.8471,488661.8796,518469.1601
sp|O00192|ARVC_HUMAN,O00192,ARVC_HUMAN,ARVCF,962,Homo sapiens OX=9606,Armadillo repeat protein deleted in velo-cardio-facial syndrome ,1:Experimental evidence at protein level,1,0.999,2,2,2,6,6,6,370843801,2589913,2589913,"18K(304.2071), 9K(304.2071), N-term(304.2071)",,,95757.5112,80977.2296,94344.1815,60254.0164,98510.3664,133140.1306,113298.4842,115816.3593,74136.2176,58113.7198,49702.128,62549.5485,84694.5215,65232.1995,61304.455,70111.4602
sp|O00193|SMAP_HUMAN,O00193,SMAP_HUMAN,SMAP,183,Homo sapiens OX=9606,Small acidic protein ,1:Experimental evidence at protein level,1,0.999,4,4,4,15,15,15,298709508,298709508,298709508,"13M(15.9949), 14M(15.9949), 16K(304.2071), 17K(304.2071), 1K(304.2071), 20M(15.9949), 23K(304.2071), 6K(304.2071), 7K(304.2071), N-term(304.2071)",,,1896748.283,1141624.745,1104307.005,714695.805,1245590.409,1937833.212,1375523.915,1299759.691,3414055.216,1842829.811,1551355.827,1970443.495,2813096.426,2019933.662,2187220.331,2125261.83
sp|O00194|RB27B_HUMAN,O00194,RB27B_HUMAN,RAB27B,218,Homo sapiens OX=9606,Ras-related protein Rab-27B ,1:Experimental evidence at protein level,1,0.999,7,6,7,12,10,12,170442512,40583629,44382531,"10M(15.9949), 11K(304.2071), 15K(304.2071), 18K(304.2071), 5K(304.2071), 9K(304.2071), N-term(304.2071)",,,518212.584,431154.6319,498655.416,335813.2158,513727.2583,647265.4627,543158.9894,613390.9828,676211.7091,513097.6396,483969.2743,630399.5719,802515.1426,663656.81,689893.012,704666.0484
sp|O00203|AP3B1_HUMAN,O00203,AP3B1_HUMAN,AP3B1,1094,Homo sapiens OX=9606,AP-3 complex subunit beta-1 ,1:Experimental evidence at protein level,1,0.999,34,30,34,77,72,77,306304392,306304392,306304392,"10K(304.2071), 11C(57.0214), 11K(304.2071), 13K(304.2071), 14K(304.2071), 16K(304.2071), 1K(304.2071), 2M(15.9949), 3C(57.0214), 3K(304.2071), 6K(304.2071), 6M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,6359245.742,5301560.003,6201541.425,4089017.035,7588738.045,10000542.45,7468523.347,7959525.85,8919143.219,7346203.924,7258885.842,8996005.764,11326384.5,9988135.575,9566037.864,10859086.05
sp|O00204|ST2B1_HUMAN,O00204,ST2B1_HUMAN,SULT2B1,365,Homo sapiens OX=9606,Sulfotransferase 2B1 ,1:Experimental evidence at protein level,1,0.999,5,5,5,6,6,6,85905816,85905816,85905816,"11K(304.2071), 13K(304.2071), 1K(304.2071), 2C(57.0214), 4C(57.0214), 8K(304.2071), N-term(304.2071)",,,565299.2617,448101.7965,541697.2473,315897.2966,663742.3461,828857.1555,677572.6456,784135.0022,254272.6552,211720.7953,191232.6053,239906.0865,280792.0664,237273.1172,252061.8771,253638.1557
sp|O00212|RHOD_HUMAN,O00212,RHOD_HUMAN,RHOD,210,Homo sapiens OX=9606,Rho-related GTP-binding protein RhoD ,1:Experimental evidence at protein level,1,0.999,4,4,4,5,5,5,26197201,26197201,26197201,"10K(304.2071), 11K(304.2071), 9C(57.0214), N-term(304.2071)",,,218616.9786,161434.9203,203679.6055,121405.9678,244086.2583,358316.0261,287312.8719,271611.9872,133090.4204,104391.4134,92734.5401,121571.6207,158439.0195,134384.3246,129818.793,146162.2646
sp|O00213|APBB1_HUMAN,O00213,APBB1_HUMAN,APBB1,710,Homo sapiens OX=9606,Amyloid beta precursor protein binding family B member 1 ,1:Experimental evidence at protein level,1,0.999,3,3,3,4,4,4,22037906,7540113,7540113,"19K(304.2071), 9K(304.2071), N-term(304.2071)",,,91411.258,85875.1967,98707.8309,69334.3136,97482.1984,109612.5759,72671.9673,100683.7152,116450.8736,104647.0132,130732.0922,154553.6581,209456.3809,175388.7132,190615.2102,181617.5404
sp|O00214|LEG8_HUMAN,O00214,LEG8_HUMAN,LGALS8,317,Homo sapiens OX=9606,Galectin-8 ,1:Experimental evidence at protein level,1,0.999,8,8,8,16,16,16,91068942,91068942,91068942,"10K(304.2071), 12K(304.2071), 13K(304.2071), 2K(304.2071), 9K(304.2071), N-term(304.2071)",,,1008935.413,836761.8242,884751.526,626311.6062,1036483.414,1356478.429,1137899.13,1184233.665,1559979.828,1216199.108,1151661.544,1442627.8,1853807.695,1578446.109,1561215.128,1795181.453
sp|O00217|NDUS8_HUMAN,O00217,NDUS8_HUMAN,NDUFS8,210,Homo sapiens OX=9606,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial ",1:Experimental evidence at protein level,1,0.999,6,6,6,13,13,13,66661798,66661798,66661798,"11K(304.2071), 12K(304.2071), 2C(57.0214), 4M(15.9949), 5M(15.9949), 6C(57.0214), 7K(304.2071), 9M(15.9949), N-term(304.2071)",,,1056969.959,866872.2403,1061763.987,702460.1496,1155418.977,1629064.011,1290281.92,1270268.26,1478253.169,1131483.303,1138517.409,1388617.713,1646345.272,1415391.898,1331121.434,1475169.572
sp|O00231|PSD11_HUMAN,O00231,PSD11_HUMAN,PSMD11,422,Homo sapiens OX=9606,26S proteasome non-ATPase regulatory subunit 11 ,1:Experimental evidence at protein level,1,0.999,29,29,29,93,93,93,897865376,897865376,897865376,"10K(304.2071), 11K(304.2071), 12K(304.2071), 12M(15.9949), 13K(304.2071), 14K(304.2071), 15K(304.2071), 16K(304.2071), 18K(304.2071), 1C(57.0214), 1K(304.2071), 21K(304.2071), 2M(15.9949), 4M(15.9949), 5M(15.9949), 7K(304.2071), 7M(15.9949), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,8162544.136,6557656.905,7592103.112,5040193.934,10210367.32,13759250.46,12479392.21,11857531.42,14637398.6,11266735.52,10514812.08,13222587.06,16282025.44,14758123.01,13649183.51,16331411.58
sp|O00232|PSD12_HUMAN,O00232,PSD12_HUMAN,PSMD12,456,Homo sapiens OX=9606,26S proteasome non-ATPase regulatory subunit 12 ,1:Experimental evidence at protein level,1,0.999,22,22,22,68,68,68,343525480,343525480,343525480,"10K(304.2071), 10M(15.9949), 11K(304.2071), 12K(304.2071), 14K(304.2071), 17M(15.9949), 19K(304.2071), 1K(304.2071), 20K(304.2071), 2K(304.2071), 3M(15.9949), 5M(15.9949), 7C(57.0214), 7K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)",,,3672943.481,3015914.674,3508734.871,2494801.733,4637762.611,6381392.703,4863692.382,5128447.019,6223686.19,4828982.44,4520335.392,5678087.668,6850327.184,6236341.391,5281812.102,6491897.575
sp|O00233|PSMD9_HUMAN,O00233,PSMD9_HUMAN,PSMD9,223,Homo sapiens OX=9606,26S proteasome non-ATPase regulatory subunit 9 ,1:Experimental evidence at protein level,1,0.999,6,6,6,11,11,11,147436224,147436224,147436224,"10K(304.2071), 11C(57.0214), 1K(304.2071), 2K(304.2071), 5C(57.0214), N-term(304.2071)",,,850334.4806,724855.8345,791573.3454,550544.7708,920362.3973,1321355.191,1076066.332,1110080.698,1312676.636,999487.9049,811888.3049,1208189.938,1485003.684,1373633.259,1102081.5,1339247.991
sp|O00244|ATOX1_HUMAN,O00244,ATOX1_HUMAN,ATOX1,68,Homo sapiens OX=9606,Copper transport protein ATOX1 ,1:Experimental evidence at protein level,1,0.999,5,5,5,18,18,18,63928472,63928472,63928472,"11C(57.0214), 12C(57.0214), 14C(57.0214), 17K(304.2071), 18K(304.2071), 2C(57.0214), 2K(304.2071), 8K(304.2071), 9C(57.0214), 9K(304.2071), 9M(15.9949), N-term(304.2071)",,,874626.5696,716988.4008,872068.7817,466456.8585,840971.4929,1063943.975,892645.325,886121.3174,1157496.518,900971.3076,834630.2901,1120125.464,1562610.886,1363607.33,1165156.766,1346990.314
sp|O00255|MEN1_HUMAN,O00255,MEN1_HUMAN,MEN1,615,Homo sapiens OX=9606,Menin ,1:Experimental evidence at protein level,1,0.999,3,3,3,4,4,4,15819794,15819794,15819794,"13K(304.2071), 7K(304.2071), N-term(304.2071)",,,285779.9211,221994.8696,270368.5212,193911.8579,310781.3044,378775.6768,285161.6446,343705.2715,389215.6155,346421.5468,334003.4489,425061.3067,501596.2734,425183.1484,433751.6604,479801.0528
sp|O00257|CBX4_HUMAN,O00257,CBX4_HUMAN,CBX4,560,Homo sapiens OX=9606,E3 SUMO-protein ligase CBX4 ,1:Experimental evidence at protein level,1,0.999,7,7,7,7,7,7,37157731,37157731,37157731,"11K(304.2071), 13K(304.2071), 7C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)",,,216142.131,181738.5186,228274.9063,164575.0073,210230.5672,266050.7869,178891.9289,221733.3123,227029.0426,194156.9442,186544.0434,264287.6874,351514.3359,276405.1349,277977.6039,286112.208
sp|O00264|PGRC1_HUMAN,O00264,PGRC1_HUMAN,PGRMC1,195,Homo sapiens OX=9606,Membrane-associated progesterone receptor component 1 ,1:Experimental evidence at protein level,1,0.999,7,6,7,15,13,15,253096644,205971816,253096644,"18K(304.2071), 1K(304.2071), 3K(304.2071), 3M(15.9949), 6C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,1237139.517,910184.1961,1118217.733,720217.7822,1220174.802,1700138.794,1589108.548,1568020.337,1251722.898,992200.6724,923697.2093,1156908.296,1421984.477,1201796.579,1110126.063,1319836.881
sp|O00267|SPT5H_HUMAN,O00267,SPT5H_HUMAN,SUPT5H,1087,Homo sapiens OX=9606,Transcription elongation factor SPT5 ,1:Experimental evidence at protein level,1,0.999,30,30,30,57,57,57,276947228,254177612,276947228,"10M(15.9949), 11K(304.2071), 12K(304.2071), 13C(57.0214), 13M(15.9949), 15K(304.2071), 16K(304.2071), 19K(304.2071), 1K(304.2071), 23K(304.2071), 28K(304.2071), 3M(15.9949), 4K(304.2071), 5K(304.2071), 6K(304.2071), 7C(57.0214), 7K(304.2071), 7M(15.9949), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)",,,3596743.039,3255049.773,3454143.996,2647955.699,4047908.066,5211238.348,3917054.135,4485061.886,4986461.927,4325309.998,4241436.063,5529249.833,6710927.017,5662433.158,5833881.643,6407268.684
sp|O00268|TAF4_HUMAN,O00268,TAF4_HUMAN,TAF4,1085,Homo sapiens OX=9606,Transcription initiation factor TFIID subunit 4 ,1:Experimental evidence at protein level,1,0.999,4,3,4,7,5,7,13597780,11978660,13597780,"10K(304.2071), 14K(304.2071), 2C(57.0214), 3K(304.2071), N-term(304.2071)",,,364361.0988,284184.3382,337178.667,214435.7424,371225.904,545614.1326,487100.9874,464137.914,467825.2894,333512.5257,303595.7613,370729.2409,449204.5566,386638.333,380541.2388,435741.5932
sp|O00273|DFFA_HUMAN,O00273,DFFA_HUMAN,DFFA,331,Homo sapiens OX=9606,DNA fragmentation factor subunit alpha ,1:Experimental evidence at protein level,1,0.999,7,7,7,15,15,15,80198414,80198414,80198414,"11K(304.2071), 17K(304.2071), 2C(57.0214), 30K(304.2071), 9K(304.2071), N-term(304.2071)",,,529928.3774,480489.7032,489591.7083,366528.7964,593545.6784,734134.5721,551063.8145,704356.5541,850902.2994,696642.8608,747344.6666,1002473.693,1261642.131,1006290.826,1104011.691,1155457.62
sp|O00291|HIP1_HUMAN,O00291,HIP1_HUMAN,HIP1,1037,Homo sapiens OX=9606,Huntingtin-interacting protein 1 ,1:Experimental evidence at protein level,1,0.999,4,4,4,4,4,4,17434838,12572784,12572784,"10K(304.2071), 2C(57.0214), 3K(304.2071), 8K(304.2071), N-term(304.2071)",,,188519.1951,156394.7833,182231.274,119535.1636,202067.652,300877.0073,235512.6265,245213.84,193916.7316,154179.3425,149086.2694,189937.696,260093.1172,224685.1757,211463.1783,243130.0295
sp|O00299|CLIC1_HUMAN,O00299,CLIC1_HUMAN,CLIC1,241,Homo sapiens OX=9606,Chloride intracellular channel protein 1 ,1:Experimental evidence at protein level,1,0.999,14,13,14,76,72,76,1898765192,1898765192,1898765192,"12C(57.0214), 12K(304.2071), 13C(57.0214), 17K(304.2071), 18K(304.2071), 1K(304.2071), 22K(304.2071), 28K(304.2071), 4C(57.0214), 7C(57.0214), 8C(57.0214), 9K(304.2071), N-term(304.2071), N-term(42.0106)",,,2649733.706,2138956.982,2530092.34,1838335.3,2941598.81,4045712,3772618.829,3519526.497,7458169.314,5486070.86,5398239.799,7106713.572,8712607.993,7849653.358,6948301.65,7722359.64
sp|O00303|EIF3F_HUMAN,O00303,EIF3F_HUMAN,EIF3F,357,Homo sapiens OX=9606,Eukaryotic translation initiation factor 3 subunit F ,1:Experimental evidence at protein level,1,0.999,12,12,12,65,65,65,432108128,432108128,432108128,"11K(304.2071), 12K(304.2071), 2C(57.0214), 2M(15.9949), 3M(15.9949), 5M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), N-term(304.2071)",,,4018935.635,3135193.014,3644795.621,2312158.486,4257551.333,5589217.52,4386727.053,4652510.388,7187242.939,5661538.342,5006738.366,6519226.217,7995564.372,7151433.221,6599316.903,7492948.219
